TM,WD,WSPD,WS_GST,VIS,RVR1,RVR2,RVR3,RVR4,WC,TMP,TD,PS,PA,RN,HM,CA_TOT,CLA_1LYR,BASE_1LYR,CLF_1LYR,CLA_2LYR,BASE_2LYR,CLF_2LYR,CLA_3LYR,BASE_3LYR,CLF_3LYR,CLA_4LYR,BASE_4LYR,CLF_4LYR
2015103124,6,5,,1000,,,,,,47,-38,10291,10283,,54,0,,,,,,,,,,,,
2015110101,8,3,,1000,,,,,,45,-47,10290,10282,,51,0,,,,,,,,,,,,
2015110102,3,3,,1000,,,,,,30,-48,10291,10282,,56,1,1,200,0,,,,,,,,,
2015110103,5,4,,1000,,,,,,39,-47,10284,10276,,53,1,1,200,0,,,,,,,,,
2015110104,7,4,,1000,,,,,,34,-44,10282,10273,,56,2,2,200,0,,,,,,,,,
2015110105,8,5,,1000,,,,,,35,-50,10277,10268,,53,4,4,200,0,,,,,,,,,
2015110106,6,6,,1000,,,,,,30,-22,10274,10265,,68,4,4,200,0,,,,,,,,,
2015110107,9,4,,1000,,,,,,32,-24,10278,10269,,66,4,4,200,0,,,,,,,,,
2015110108,7,5,,1000,,,,,,43,-19,10276,10268,,63,4,4,160,0,,,,,,,,,
2015110109,6,5,,1000,,,,,,65,-3,10279,10271,,61,4,4,160,0,,,,,,,,,
2015110110,10,4,,800,,,,,5,79,-4,10279,10271,,55,5,3,120,3,5,160,0,,,,,,
2015110111,7,5,,800,,,,,5,82,-29,10274,10266,,45,6,4,120,3,6,160,0,,,,,,
2015110112,4,3,,800,,,,,5,93,-25,10272,10264,,43,6,4,120,3,6,160,0,,,,,,
2015110113,4,5,,800,,,,,5,97,-21,10262,10254,,43,6,4,120,3,6,180,0,,,,,,
2015110114,4,3,,800,,,,,5,104,-15,10260,10252,,43,6,6,140,3,,,,,,,,,
2015110115,18,4,,800,,,,,5,102,-5,10252,10244,,47,6,6,120,3,,,,,,,,,
2015110116,11,3,,800,,,,,5,106,-4,10246,10238,,46,4,4,120,3,,,,,,,,,
2015110117,24,4,,800,,,,,5,101,-2,10248,10240,,49,5,1,30,6,5,120,3,,,,,,
2015110118,9,5,,800,,,,,5,97,-1,10238,10230,,50,7,1,30,6,7,120,3,,,,,,
2015110119,5,3,,1000,,,,,,93,6,10240,10232,,55,7,1,30,6,7,120,3,,,,,,
2015110120,36,1,,1000,,,,,,95,2,10244,10236,,52,7,1,30,6,7,120,3,,,,,,
2015110121,6,3,,1000,,,,,,89,13,10240,10232,,59,7,7,120,3,,,,,,,,,
2015110122,8,3,,1000,,,,,,91,8,10240,10232,,56,7,7,120,3,,,,,,,,,
2015110123,10,5,,1000,,,,,,89,14,10238,10230,,59,6,1,30,6,6,110,3,,,,,,
2015110124,6,3,,1000,,,,,,84,17,10236,10228,,63,7,2,30,6,7,110,3,,,,,,
2015110201,6,4,,1000,,,,,,84,16,10232,10224,,63,8,2,30,6,8,90,4,,,,,,
2015110202,6,4,,1000,,,,,,78,16,10229,10221,,65,7,2,30,6,7,90,4,,,,,,
2015110203,6,4,,1000,,,,,,80,16,10227,10219,,64,7,1,30,6,7,90,4,,,,,,
2015110204,9,3,,1000,,,,,,79,18,10225,10217,,66,7,1,30,6,7,80,4,,,,,,
2015110205,10,2,,1000,,,,,,77,16,10225,10217,,66,7,2,30,6,7,100,3,,,,,,
2015110206,11,2,,1000,,,,,,74,10,10225,10217,,64,5,3,30,6,5,100,3,,,,,,
2015110207,9,1,,1000,,,,,,67,12,10230,10222,,68,4,1,40,6,4,100,3,,,,,,
2015110208,7,1,,1000,,,,,,83,9,10233,10225,,60,4,1,40,6,3,120,3,4,180,0,,,
2015110209,14,3,,1000,,,,,,96,-2,10236,10228,,50,4,1,40,6,4,180,0,,,,,,
2015110210,24,3,,1000,,,,,,130,3,10235,10227,,42,1,1,40,6,,,,,,,,,
2015110211,24,5,,1000,,,,,,138,23,10233,10225,,46,3,1,40,6,3,180,0,,,,,,
2015110212,29,7,,1000,,,,,,144,29,10231,10223,,46,5,2,40,6,3,110,3,5,180,0,,,
2015110213,29,9,,1000,,,,,,142,43,10225,10217,,51,5,2,40,6,3,110,3,5,180,0,,,
2015110214,30,11,,1000,,,,,,141,51,10222,10214,,55,5,3,30,6,5,110,3,,,,,,
2015110215,29,10,,1000,,,,,,147,59,10220,10212,,55,4,2,30,6,4,110,3,,,,,,
2015110216,30,11,,800,,,,,5,145,57,10224,10216,,56,4,2,30,6,4,110,3,,,,,,
2015110217,29,11,,800,,,,,5,143,60,10226,10218,,58,5,2,30,6,5,110,3,,,,,,
2015110218,31,11,,800,,,,,5,144,72,10229,10221,,62,5,2,30,8,4,40,6,5,110,3,,,
2015110219,30,12,,1000,,,,,,142,66,10235,10227,,60,5,2,30,8,4,40,6,5,110,3,,,
2015110220,31,11,,1000,,,,,,140,70,10240,10232,,63,4,4,30,6,,,,,,,,,
2015110221,32,12,,1000,,,,,,137,66,10244,10236,,62,3,3,30,6,,,,,,,,,
2015110222,33,8,,1000,,,,,,133,67,10249,10241,,64,3,3,30,6,,,,,,,,,
2015110223,33,10,,1000,,,,,,127,60,10253,10245,,64,2,2,30,6,,,,,,,,,
2015110224,32,9,,1000,,,,,,127,61,10255,10247,,64,2,2,30,6,,,,,,,,,
2015110301,33,10,,900,,,,,10,113,59,10259,10251,,70,4,4,30,6,,,,,,,,,
2015110302,33,6,,900,,,,,10,95,50,10262,10254,,74,3,3,30,6,,,,,,,,,
2015110303,33,6,,700,,,,,10,84,46,10265,10257,,77,2,2,30,6,,,,,,,,,
2015110304,12,1,,500,,,,,10,85,58,10267,10259,,83,2,2,30,6,,,,,,,,,
2015110305,18,1,,400,,,,,10,84,65,10272,10264,,88,1,1,30,6,,,,,,,,,
2015110306,0,0,,350,,,,,10,91,70,10278,10270,,87,1,1,30,6,,,,,,,,,
2015110307,12,1,,350,,,,,10,82,61,10282,10274,,87,2,2,15,7,,,,,,,,,
2015110308,6,4,,380,,,,,10,93,71,10289,10281,,86,0,,,,,,,,,,,,
2015110309,7,2,,500,,,,,10,121,77,10297,10289,,74,0,,,,,,,,,,,,
2015110310,2,2,,600,,,,,10,142,60,10300,10292,,58,0,,,,,,,,,,,,
2015110311,5,2,,800,,,,,5,161,42,10300,10292,,45,0,,,,,,,,,,,,
2015110312,23,4,,800,,,,,5,162,59,10298,10290,,50,2,2,30,6,,,,,,,,,
2015110313,31,5,,800,,,,,5,166,56,10293,10285,,48,1,1,30,6,,,,,,,,,
2015110314,28,5,,1000,,,,,,166,31,10289,10281,,41,0,,,,,,,,,,,,
2015110315,29,4,,1000,,,,,,163,34,10289,10281,,42,0,,,,,,,,,,,,
2015110316,30,5,,1000,,,,,,160,38,10289,10281,,44,0,,,,,,,,,,,,
2015110317,28,5,,1000,,,,,,151,50,10291,10283,,51,0,,,,,,,,,,,,
2015110318,23,4,,1000,,,,,,139,71,10293,10285,,64,0,,,,,,,,,,,,
2015110319,24,4,,600,,,,,5,139,72,10295,10287,,64,0,,,,,,,,,,,,
2015110320,34,2,,600,,,,,5,135,65,10298,10290,,63,0,,,,,,,,,,,,
2015110321,5,2,,600,,,,,10,112,60,10300,10292,,70,0,,,,,,,,,,,,
2015110322,15,1,,450,,,,,10,99,64,10302,10294,,79,0,,,,,,,,,,,,
2015110323,8,1,,420,,,,,10,89,56,10301,10293,,80,0,,,,,,,,,,,,
2015110324,6,3,,350,,,,,10,89,66,10298,10290,,86,0,,,,,,,,,,,,
2015110401,6,4,,350,,,,,10,85,61,10296,10288,,85,0,,,,,,,,,,,,
2015110402,7,3,,300,,,,,10,94,69,10297,10289,,84,0,,,,,,,,,,,,
2015110403,7,5,,210,,,,,41,81,61,10297,10289,,87,0,,,,,,,,,,,,
2015110404,6,5,,210,170,200,200,,10,81,64,10295,10287,,89,0,,,,,,,,,,,,
2015110405,7,5,,150,200,180,100,,41,76,59,10298,10290,,89,2,2,10,7,,,,,,,,,
2015110406,7,5,,140,150,170,120,,41,74,57,10299,10291,,89,2,2,10,7,,,,,,,,,
2015110407,6,5,,150,120,150,180,,10,64,45,10300,10292,,88,2,2,10,7,,,,,,,,,
2015110408,6,5,,150,120,130,140,,10,74,52,10303,10295,,86,2,2,10,7,,,,,,,,,
2015110409,6,5,,220,,,,,10,100,71,10308,10300,,82,2,2,10,7,,,,,,,,,
2015110410,13,4,,300,,,,,10,126,69,10308,10300,,68,1,1,10,7,,,,,,,,,
2015110411,12,6,,330,,,,,5,138,53,10303,10295,,57,0,,,,,,,,,,,,
2015110412,11,5,,330,,,,,5,154,49,10297,10289,,50,0,,,,,,,,,,,,
2015110413,22,3,,500,,,,,5,164,33,10288,10280,,42,0,,,,,,,,,,,,
2015110414,32,6,,600,,,,,5,169,27,10280,10272,,39,0,,,,,,,,,,,,
2015110415,30,6,,600,,,,,5,162,43,10279,10271,,45,0,,,,,,,,,,,,
2015110416,31,6,,600,,,,,5,156,51,10277,10269,,50,0,,,,,,,,,,,,
2015110417,31,5,,600,,,,,5,144,58,10276,10268,,56,4,4,180,0,,,,,,,,,
2015110418,34,4,,600,,,,,5,132,55,10272,10264,,60,4,4,180,0,,,,,,,,,
2015110419,1,2,,600,,,,,5,127,65,10274,10266,,66,5,5,180,0,,,,,,,,,
2015110420,6,2,,450,,,,,10,126,72,10276,10268,,70,5,5,180,0,,,,,,,,,
2015110421,6,3,,420,,,,,10,117,68,10275,10267,,72,5,5,180,0,,,,,,,,,
2015110422,3,2,,420,,,,,10,115,70,10275,10267,,74,5,5,180,0,,,,,,,,,
2015110423,8,2,,380,,,,,10,105,68,10275,10267,,78,5,5,200,0,,,,,,,,,
2015110424,4,1,,380,,,,,10,107,60,10272,10264,,73,5,5,200,0,,,,,,,,,
2015110501,7,5,,380,,,,,10,102,64,10267,10259,,77,5,5,200,0,,,,,,,,,
2015110502,7,3,,320,,,,,10,114,61,10266,10258,,70,6,6,200,0,,,,,,,,,
2015110503,5,2,,190,,,,,10,96,67,10266,10258,,82,6,1,10,7,6,200,0,,,,,,
2015110504,7,4,,150,110,130,140,,10,91,67,10264,10256,,85,5,2,10,7,5,200,0,,,,,,
2015110505,5,4,,140,200,200,150,,10,93,63,10263,10255,,82,5,2,10,7,3,30,6,5,180,0,,,
2015110506,8,1,,220,,,,,10,103,59,10259,10251,,74,6,1,10,7,3,30,6,6,180,0,,,
2015110507,8,3,,220,,,,,10,100,57,10264,10256,,75,6,1,10,7,3,30,6,6,150,3,,,
2015110508,6,5,,160,,,,,10,103,69,10270,10262,,80,6,2,10,7,3,30,6,6,150,3,,,
2015110509,15,2,,250,,,,,10,122,63,10273,10265,,67,6,2,10,7,4,30,6,6,120,3,,,
2015110510,22,4,,250,,,,,10,148,80,10273,10265,,64,5,2,10,7,3,30,6,5,120,3,,,
2015110511,33,2,,320,,,,,5,151,64,10269,10261,,56,6,3,30,6,6,120,3,,,,,,
2015110512,35,7,,500,,,,,5,164,46,10266,10258,,45,4,2,30,6,4,120,3,,,,,,
2015110513,31,6,,600,,,,,5,154,69,10259,10251,,57,6,4,30,6,6,120,3,,,,,,
2015110514,31,6,,700,,,,,5,165,57,10252,10244,,49,0,,,,,,,,,,,,
2015110515,30,7,,700,,,,,5,163,59,10249,10241,,50,0,,,,,,,,,,,,
2015110516,30,7,,900,,,,,5,155,59,10247,10239,,53,1,1,120,3,,,,,,,,,
2015110517,30,5,,1000,,,,,,150,68,10247,10239,,58,0,,,,,,,,,,,,
2015110518,30,6,,900,,,,,5,141,77,10251,10243,,65,0,,,,,,,,,,,,
2015110519,33,6,,700,,,,,10,136,89,10256,10248,,73,0,,,,,,,,,,,,
2015110520,11,1,,600,,,,,10,133,89,10255,10247,,75,0,,,,,,,,,,,,
2015110521,36,4,,500,,,,,10,122,90,10255,10247,,81,0,,,,,,,,,,,,
2015110522,6,2,,400,,,,,10,108,76,10261,10253,,81,0,,,,,,,,,,,,
2015110523,3,1,,330,,,,,10,116,89,10261,10253,,84,0,,,,,,,,,,,,
2015110524,5,5,,350,,,,,10,116,80,10258,10250,,79,0,,,,,,,,,,,,
2015110601,5,7,,400,,,,,10,110,69,10256,10248,,76,0,,,,,,,,,,,,
2015110602,4,11,,400,,,,,10,107,74,10257,10249,,80,2,2,120,3,,,,,,,,,
2015110603,4,12,,500,,,,,10,106,59,10255,10247,,73,6,6,120,3,,,,,,,,,
2015110604,6,8,,500,,,,,10,96,47,10253,10245,,72,6,6,120,3,,,,,,,,,
2015110605,5,7,,500,,,,,10,107,47,10252,10244,,67,6,6,120,3,,,,,,,,,
2015110606,5,5,,600,,,,,5,97,52,10260,10252,,74,2,2,120,3,,,,,,,,,
2015110607,5,5,,800,,,,,5,96,41,10266,10258,,69,3,3,180,0,,,,,,,,,
2015110608,6,8,,1000,,,,,,113,48,10271,10263,,65,6,2,120,3,6,180,0,,,,,,
2015110609,5,11,,1000,,,,,,127,51,10275,10267,,60,5,2,120,3,5,180,0,,,,,,
2015110610,7,11,,900,,,,,5,160,58,10266,10258,,51,4,4,120,3,,,,,,,,,
2015110611,10,10,,900,,,,,5,172,52,10262,10254,,45,3,3,120,3,,,,,,,,,
2015110612,10,9,,900,,,,,5,179,49,10256,10248,,42,5,3,120,3,5,180,0,,,,,,
2015110613,9,10,,1000,,,,,,191,50,10243,10235,,40,5,3,120,3,5,180,0,,,,,,
2015110614,12,9,,1000,,,,,,191,45,10237,10229,,38,6,1,30,6,4,120,3,6,180,0,,,
2015110615,12,8,,1000,,,,,,190,52,10231,10223,,40,7,3,30,6,7,120,3,,,,,,
2015110616,8,10,,1000,,,,,61,180,60,10229,10221,0,45,8,2,10,7,5,30,6,8,100,4,,,
2015110617,9,11,,1000,,,,,61,172,51,10231,10223,0,45,8,2,10,7,5,30,6,8,100,4,,,
2015110618,9,9,,1000,,,,,61,164,47,10234,10226,0,46,8,2,10,7,5,30,6,8,100,4,,,
2015110619,8,10,,1000,,,,,61,148,60,10241,10233,0,56,8,2,10,7,5,30,6,8,100,4,,,
2015110620,8,9,,1000,,,,,61,141,59,10248,10240,0,58,8,2,10,7,5,30,6,8,100,4,,,
2015110621,8,10,,1000,,,,,61,130,65,10253,10245,0,65,8,2,10,7,5,30,6,8,100,4,,,
2015110622,9,11,,1000,,,,,61,116,72,10258,10250,0,75,8,2,10,7,5,30,6,8,100,4,,,
2015110623,9,11,,1000,,,,,61,108,74,10261,10253,0,79,8,5,30,6,8,100,4,,,,,,
2015110624,10,9,,600,,,,,61,102,79,10260,10252,0,86,8,5,30,6,8,100,4,,,,,,
2015110701,10,8,,600,,,,,61,103,79,10257,10249,5,85,8,5,30,6,8,100,4,,,,,,
2015110702,9,10,,600,,,,,61,102,79,10256,10248,10,86,8,2,10,7,5,30,6,8,100,4,,,
2015110703,8,9,,400,,,,,61,100,78,10252,10244,5,86,8,2,10,7,5,30,6,8,100,4,,,
2015110704,9,10,,400,,,,,61,98,76,10251,10243,5,86,8,2,10,7,5,30,6,8,100,4,,,
2015110705,9,10,,600,,,,,61,98,75,10246,10238,5,86,8,2,10,7,5,30,6,8,100,4,,,
2015110706,8,11,,500,,,,,61,98,72,10249,10241,0,84,8,2,10,7,5,30,6,8,100,4,,,
2015110707,8,10,,600,,,,,61,99,74,10249,10241,0,84,8,2,10,7,5,30,6,8,100,4,,,
2015110708,9,12,,700,,,,,61,101,76,10250,10242,0,85,8,2,10,7,5,30,6,8,100,4,,,
2015110709,9,10,,800,,,,,61,102,78,10252,10244,10,85,8,1,10,7,5,30,6,8,100,4,,,
2015110710,9,13,,800,,,,,61,104,78,10244,10236,15,84,8,1,10,7,5,30,6,8,100,4,,,
2015110711,9,12,,1000,,,,,61,109,81,10233,10225,15,83,8,1,10,7,5,30,6,8,100,4,,,
2015110712,9,11,,1000,,,,,61,112,82,10221,10213,5,82,8,1,10,7,5,30,6,8,100,4,,,
2015110713,9,12,,1000,,,,,61,115,83,10214,10206,5,81,8,1,10,7,5,30,6,8,100,4,,,
2015110714,9,11,,800,,,,,61,115,84,10204,10196,0,82,8,1,10,7,5,30,6,8,100,4,,,
2015110715,9,9,,600,,,,,63,113,89,10200,10192,35,85,8,1,10,7,5,30,6,8,100,4,,,
2015110716,8,11,,500,,,,,63,114,91,10192,10184,45,86,8,2,8,7,5,30,6,8,90,5,,,
2015110717,9,11,,600,,,,,61,113,91,10190,10182,5,86,8,4,8,7,6,30,6,8,90,5,,,
2015110718,9,12,,600,,,,,61,114,92,10184,10176,5,86,8,4,8,7,6,30,6,8,90,5,,,
2015110719,9,12,,500,,,,,61,115,95,10182,10174,20,88,8,4,8,7,6,30,6,8,90,5,,,
2015110720,7,11,,600,,,,,61,118,96,10181,10173,0,86,8,4,8,7,6,30,6,8,90,5,,,
2015110721,8,13,,600,,,,,61,117,97,10180,10172,5,87,8,4,4,7,6,30,6,8,90,5,,,
2015110722,6,13,,380,,,,,63,110,93,10182,10174,35,89,8,4,3,7,6,20,6,8,80,5,,,
2015110723,6,14,,250,,,,,63,109,92,10179,10171,30,89,8,4,3,7,6,20,6,8,80,5,,,
2015110724,7,12,,600,,,,,61,109,91,10174,10166,5,89,8,4,4,7,6,20,6,8,80,5,,,
2015110801,7,13,,420,,,,,61,111,93,10169,10161,0,89,8,4,4,7,6,20,6,8,80,5,,,
2015110802,6,16,,420,,,,,61,112,94,10167,10159,0,89,8,4,3,7,6,20,6,8,80,5,,,
2015110803,6,15,,500,,,,,61,106,89,10167,10159,5,89,8,4,3,7,6,20,6,8,80,5,,,
2015110804,6,15,,480,,,,,61,102,85,10161,10153,5,89,8,4,3,7,6,20,6,8,80,5,,,
2015110805,6,16,,400,,,,,61,100,83,10158,10150,20,89,8,4,3,7,6,20,6,8,80,5,,,
2015110806,7,15,,500,,,,,61,101,83,10159,10151,0,89,8,4,6,7,6,20,6,8,80,5,,,
2015110807,6,13,,500,,,,,61,101,83,10165,10157,15,89,8,4,6,7,6,20,6,8,80,5,,,
2015110808,6,15,,500,,,,,61,100,82,10170,10162,10,89,8,4,6,7,6,20,6,8,80,5,,,
2015110809,7,11,,500,,,,,61,104,87,10174,10166,40,89,8,4,4,7,6,20,6,8,80,5,,,
2015110810,7,11,,700,,,,,60,108,88,10172,10164,0,88,8,4,8,7,6,30,6,8,90,5,,,
2015110811,7,9,,900,,,,,60,112,90,10170,10162,0,86,8,4,8,7,6,30,6,8,100,4,,,
2015110812,8,8,,1000,,,,,60,116,89,10168,10160,0,84,8,4,10,7,6,30,6,8,100,4,,,
2015110813,8,9,,1000,,,,,21,120,83,10161,10153,0,78,8,4,10,7,6,30,6,8,100,4,,,
2015110814,9,10,,1000,,,,,,124,84,10153,10145,,77,8,2,10,7,6,30,6,8,100,4,,,
2015110815,9,12,,1000,,,,,,123,80,10149,10141,,75,8,2,10,7,6,25,6,8,100,4,,,
2015110816,8,8,,1000,,,,,,123,79,10157,10149,,74,8,1,10,7,6,25,6,8,100,4,,,
2015110817,8,11,,700,,,,,50,122,80,10159,10151,0,76,8,1,10,7,6,25,6,8,100,4,,,
2015110818,7,8,,500,,,,,61,110,88,10159,10151,5,86,8,3,8,7,6,25,6,8,90,5,,,
2015110819,7,8,,350,,,,,61,109,90,10163,10155,0,88,8,4,5,7,6,25,6,8,80,5,,,
2015110820,5,8,,420,,,,,61,108,91,10163,10155,25,89,8,4,5,7,6,25,6,8,80,5,,,
2015110821,6,10,,330,,,,,61,104,87,10160,10152,10,90,8,4,5,7,6,25,6,8,80,5,,,
2015110822,4,8,,330,,,,,61,102,86,10163,10155,0,90,8,4,5,7,6,25,6,8,80,5,,,
2015110823,3,9,,280,,,,,61,100,84,10164,10156,15,90,8,4,5,7,6,25,6,8,80,5,,,
2015110824,2,9,,350,,,,,61,97,80,10163,10155,15,89,8,4,7,7,6,25,6,8,80,5,,,
2015110901,1,8,,350,,,,,61,96,79,10163,10155,5,89,8,4,5,7,6,25,6,8,80,5,,,
2015110902,3,7,,600,,,,,10,97,79,10163,10155,0,88,8,4,5,7,6,25,6,8,100,4,,,
2015110903,1,5,,700,,,,,10,99,78,10165,10157,5,87,8,4,5,7,6,25,6,8,100,4,,,
2015110904,35,7,,900,,,,,10,102,80,10165,10157,,86,8,2,10,7,6,25,6,8,100,4,,,
2015110905,1,6,,1000,,,,,,101,77,10164,10156,,85,7,2,10,7,6,30,6,7,100,4,,,
2015110906,36,6,,1000,,,,,,100,75,10171,10163,,85,7,2,10,7,6,30,6,7,100,4,,,
2015110907,36,7,,1000,,,,,,101,77,10172,10164,,85,7,2,10,7,6,30,6,7,100,4,,,
2015110908,36,5,,1000,,,,,,101,78,10178,10170,,86,7,1,10,7,5,30,6,7,100,4,,,
2015110909,35,9,,1000,,,,,,101,77,10184,10176,,85,7,2,10,7,5,25,6,7,120,3,,,
2015110910,33,9,,1000,,,,,,104,72,10186,10178,,81,7,2,10,7,5,30,6,7,120,3,,,
2015110911,34,8,,1000,,,,,,115,72,10185,10177,,75,5,1,15,7,5,30,6,,,,,,
2015110912,35,8,,1000,,,,,,127,70,10182,10174,,68,5,1,15,7,5,30,6,,,,,,
2015110913,33,9,,1000,,,,,,133,69,10176,10168,,65,4,4,25,6,,,,,,,,,
2015110914,33,11,,1000,,,,,,134,64,10174,10166,,63,5,5,30,6,,,,,,,,,
2015110915,34,11,,1000,,,,,,126,72,10177,10169,,70,6,1,15,7,6,30,6,,,,,,
2015110916,35,11,,1000,,,,,,125,65,10182,10174,,67,6,1,15,7,6,30,6,,,,,,
2015110917,32,10,,1000,,,,,,122,67,10188,10180,,69,6,1,15,7,6,30,6,,,,,,
2015110918,32,11,,400,,,,,10,115,70,10193,10185,,74,7,2,15,7,7,30,6,,,,,,
2015110919,32,12,,320,,,,,10,112,68,10199,10191,,74,7,2,15,7,7,30,6,,,,,,
2015110920,34,10,,320,,,,,10,109,65,10204,10196,,74,7,2,15,7,7,30,6,,,,,,
2015110921,32,12,,250,,,,,10,105,66,10208,10200,,77,7,2,10,7,7,30,6,,,,,,
2015110922,33,10,,250,,,,,10,105,62,10213,10205,,75,7,2,10,7,7,30,6,,,,,,
2015110923,33,10,,250,,,,,10,102,62,10216,10208,,76,7,2,10,7,7,30,6,,,,,,
2015110924,34,12,,270,,,,,10,101,62,10215,10207,,77,7,2,10,7,7,30,6,,,,,,
2015111001,34,10,,290,,,,,10,98,62,10217,10209,,79,7,2,10,7,7,30,6,,,,,,
2015111002,34,10,,270,,,,,10,95,60,10219,10211,,79,7,2,10,7,7,30,6,,,,,,
2015111003,35,7,,280,,,,,10,87,55,10221,10213,,80,5,2,10,7,5,30,6,,,,,,
2015111004,33,8,,290,,,,,10,90,55,10219,10211,,79,6,2,10,7,6,30,6,,,,,,
2015111005,32,8,,400,,,,,10,96,57,10220,10212,,77,6,2,15,7,6,30,6,,,,,,
2015111006,34,7,,400,,,,,10,84,51,10223,10215,,80,5,2,15,7,5,30,6,,,,,,
2015111007,36,6,,500,,,,,10,91,52,10227,10219,,77,7,2,15,7,7,30,6,,,,,,
2015111008,34,5,,500,,,,,10,94,56,10235,10227,,77,7,2,10,7,7,30,6,,,,,,
2015111009,30,8,,400,,,,,10,94,50,10245,10237,,74,7,2,10,7,7,30,6,,,,,,
2015111010,31,8,,400,,,,,10,98,50,10248,10240,,72,7,2,10,7,7,30,6,,,,,,
2015111011,33,7,,420,,,,,5,103,46,10247,10239,,68,5,5,30,6,,,,,,,,,
2015111012,32,5,,450,,,,,5,110,44,10245,10237,,64,4,4,30,6,,,,,,,,,
2015111013,29,6,,500,,,,,5,116,50,10242,10234,,64,5,4,30,6,5,120,3,,,,,,
2015111014,30,7,,500,,,,,5,120,50,10239,10231,,62,5,4,30,6,5,120,3,,,,,,
2015111015,28,8,,500,,,,,5,116,45,10239,10231,,62,5,4,30,6,5,120,3,,,,,,
2015111016,28,8,,600,,,,,5,111,41,10241,10233,,62,2,2,30,6,,,,,,,,,
2015111017,27,6,,600,,,,,5,107,44,10244,10236,,65,4,2,30,6,4,120,3,,,,,,
2015111018,26,4,,600,,,,,5,101,46,10245,10237,,69,4,2,30,6,4,120,3,,,,,,
2015111019,26,4,,500,,,,,10,102,47,10251,10243,,69,2,2,30,6,,,,,,,,,
2015111020,31,4,,500,,,,,10,102,47,10252,10244,,69,2,2,30,6,,,,,,,,,
2015111021,36,4,,500,,,,,10,88,43,10257,10249,,74,2,2,30,6,,,,,,,,,
2015111022,1,2,,450,,,,,10,92,44,10263,10255,,72,3,3,30,6,,,,,,,,,
2015111023,5,4,,400,,,,,10,86,47,10263,10255,,77,5,5,30,6,,,,,,,,,
